users_program,user_id,zip,membership_type,bike,checkout_date,checkout_time,checkout_kiosk,return_date,return_time,return_kiosk,duration_minutes
178228,Denver B-cycle,869934,80210.0,24-hour Kiosk Only (Denver B-cycle),28,7/17/15,4:01:00 PM,15th & Curtis,7/17/15,4:32:00 PM,Bayaud & Emerson,31
178529,Denver B-cycle,47791,80206.0,Annual (Denver B-cycle),809,7/17/15,12:46:00 PM,16th & Broadway,7/17/15,1:04:00 PM,Five Points,18
178533,Denver B-cycle,353473,80204.0,Annual (Denver B-cycle),138,7/17/15,12:44:00 PM,17th & Larimer,7/17/15,12:51:00 PM,13th & Speer,7
178771,Denver B-cycle,129073,80011.0,Annual (Denver B-cycle),627,7/17/15,9:43:00 AM,14th & Stout,7/17/15,9:44:00 AM,14th & Stout,1
179567,Denver B-cycle,392624,80211.0,Annual (Denver B-cycle),683,7/16/15,5:10:00 PM,18th & California,7/16/15,5:22:00 PM,17th & Tejon,12
179658,Denver B-cycle,395197,80229.0,Annual (Denver B-cycle),322,7/16/15,4:27:00 PM,20th & Chestnut,7/16/15,4:30:00 PM,19th & Wynkoop,3
180409,Denver B-cycle,381256,80205.0,Annual (Denver B-cycle),285,7/16/15,7:38:00 AM,22nd & Market,7/16/15,7:43:00 AM,18th & California,5
180473,Denver B-cycle,253347,80218.0,Annual (Denver B-cycle),22,7/16/15,6:58:00 AM,14th & Ogden,7/16/15,7:06:00 AM,18th & California,8
180755,Denver B-cycle,867627,97801.0,24-hour Kiosk Only (Denver B-cycle),141,7/15/15,7:24:00 PM,15th & Curtis,7/15/15,8:51:00 PM,18th & Arapahoe,87
180759,Denver B-cycle,608934,80209.0,Annual (Denver B-cycle),453,7/15/15,7:19:00 PM,17th & Pearl,7/15/15,7:27:00 PM,7th & Grant,8
180981,Denver B-cycle,353473,80204.0,Annual (Denver B-cycle),90,7/15/15,4:49:00 PM,14th & Welton,7/15/15,4:52:00 PM,13th & Speer,3
181348,Denver B-cycle,857846,27513.0,24-hour Kiosk Only (Denver B-cycle),706,7/15/15,1:08:00 PM,1550 Glenarm,7/15/15,1:19:00 PM,11th & Broadway,11
181387,Denver B-cycle,837877,80218.0,24-hour Kiosk Only (Denver B-cycle),15,7/15/15,12:39:00 PM,17th & Race,7/15/15,12:46:00 PM,17th & Downing,7
182203,Denver B-cycle,813858,80203.0,30-day Renewing (Denver B-cycle),315,7/14/15,5:47:00 PM,11th & Broadway,7/14/15,5:51:00 PM,12th & Sherman,4
182607,Denver B-cycle,865837,78254.0,24-hour Kiosk Only (Denver B-cycle),325,7/14/15,1:10:00 PM,15th & Curtis,7/14/15,2:27:00 PM,REI,77
182826,Denver B-cycle,865501,75218.0,24-hour Kiosk Only (Denver B-cycle),608,7/14/15,10:17:00 AM,13th & Speer,7/14/15,10:43:00 AM,1550 Glenarm,26
183047,Denver B-cycle,29825,80128.0,Annual (Denver B-cycle),185,7/14/15,7:42:00 AM,Denver Public Library,7/14/15,7:50:00 AM,15th & Curtis,8
183344,Denver B-cycle,796418,80203.0,Annual (Denver B-cycle),524,7/13/15,7:00:00 PM,9th & Downing,7/13/15,7:06:00 PM,13th & Pearl,6
184150,Denver B-cycle,863820,80109.0,24-hour Kiosk Only (Denver B-cycle),151,7/13/15,10:30:00 AM,17th & Blake,7/13/15,10:47:00 AM,19th & Market,17
184765,Denver B-cycle,464296,80203.0,24-hour Kiosk Only (Denver B-cycle),757,7/12/15,6:46:00 PM,6th & Clarkson,7/12/15,6:51:00 PM,7th & Grant,5
185296,Denver B-cycle,845533,80204.0,24-hour Kiosk Only (Denver B-cycle),23,7/12/15,2:07:00 PM,10th & Osage,7/12/15,2:29:00 PM,19th & Market,22
185821,Denver B-cycle,859544,84109.0,24-hour Kiosk Only (Denver B-cycle),81,7/12/15,9:43:00 AM,13th & Pearl,7/12/15,10:06:00 AM,13th & Marion,23
187269,Denver B-cycle,17316,80202.0,Annual (Denver B-cycle),61,7/11/15,11:55:00 AM,1st & Broadway,7/11/15,12:17:00 PM,1450 Wazee,22
187352,Denver B-cycle,859543,80211.0,24-hour Kiosk Only (Denver B-cycle),220,7/11/15,11:33:00 AM,32nd & Pecos,7/11/15,11:38:00 AM,16th & Little Raven,5
187977,Denver B-cycle,612609,80204.0,Annual (Denver B-cycle),757,7/10/15,7:21:00 PM,Broadway & Walnut,7/10/15,7:32:00 PM,19th & Wynkoop,11
188368,Denver B-cycle,394280,80118.0,Annual (Denver B-cycle),486,7/10/15,4:34:00 PM,2045 Franklin,7/10/15,4:50:00 PM,18th & California,16
188865,Denver B-cycle,752591,80204.0,Annual Plus (Denver B-cycle),805,7/10/15,12:49:00 PM,10th & Osage,7/10/15,1:08:00 PM,10th & Osage,19
189590,Denver B-cycle,534517,80020.0,Annual Plus (Denver B-cycle),180,7/9/15,7:10:00 PM,Webb Building,7/9/15,7:17:00 PM,9th & Santa Fe,7
189918,Denver B-cycle,782676,80202.0,30-day Renewing (Denver B-cycle),773,7/9/15,4:33:00 PM,16th & Platte,7/9/15,4:44:00 PM,4th & Walnut,11
189967,Denver B-cycle,856042,37216.0,24-hour Kiosk Only (Denver B-cycle),341,7/9/15,4:10:00 PM,17th & Pearl,7/9/15,4:23:00 PM,Broadway & Walnut,13
189997,Denver B-cycle,183783,80204.0,Annual (Denver B-cycle),235,7/9/15,3:57:00 PM,18th & California,7/9/15,4:14:00 PM,Denver Health,17
190254,Denver B-cycle,770676,80205.0,Annual (Denver B-cycle),550,7/9/15,1:01:00 PM,22nd & Market,7/9/15,1:04:00 PM,18th & Arapahoe,3
190543,Denver B-cycle,226118,80210.0,Annual (Denver B-cycle),898,7/9/15,9:01:00 AM,14th & Welton,7/9/15,9:04:00 AM,Webb Building,3
190623,Denver B-cycle,777150,80203.0,24-hour Kiosk Only (Denver B-cycle),354,7/9/15,8:18:00 AM,6th & Clarkson,7/9/15,8:31:00 AM,Webb Building,13
190995,Denver B-cycle,493039,80209.0,Annual (Denver B-cycle),542,7/8/15,6:06:00 PM,Denver Health,7/8/15,6:12:00 PM,1st & Broadway,6
191332,Denver B-cycle,45811,80206.0,Annual Plus (Denver B-cycle),768,7/8/15,12:08:00 PM,22nd & Market,7/8/15,1:00:00 PM,15th & Curtis,52
191710,Denver B-cycle,176268,80218.0,Annual (Denver B-cycle),180,7/8/15,7:36:00 AM,17th & Franklin,7/8/15,7:42:00 AM,16th & Sherman,6
191928,Denver B-cycle,854288,80202.0,24-hour Kiosk Only (Denver B-cycle),499,7/7/15,7:44:00 PM,16th & Little Raven,7/7/15,8:13:00 PM,Bayaud & Emerson,29
191932,Denver B-cycle,791528,80205.0,Annual (Denver B-cycle),74,7/7/15,7:37:00 PM,Union Station Light Rail at 17th,7/7/15,7:43:00 PM,Market Street Station,6
192044,Denver B-cycle,424590,80234.0,Annual (Denver B-cycle),664,7/7/15,6:09:00 PM,Florida & S. Pearl,7/7/15,6:12:00 PM,Louisiana / Pearl Light Rail,3
192132,Denver B-cycle,263874,80206.0,Annual (Denver B-cycle),435,7/7/15,5:16:00 PM,18th & Arapahoe,7/7/15,5:36:00 PM,Colfax & Steele,20
193004,Denver B-cycle,113645,80202.0,Annual (Denver B-cycle),274,7/7/15,5:12:00 AM,14th & Stout,7/7/15,5:15:00 AM,1550 Glenarm,3
193857,Denver B-cycle,728650,80202.0,Annual Plus (Denver B-cycle),618,7/5/15,7:35:00 PM,15th & Curtis,7/5/15,8:30:00 PM,15th & Curtis,55
194360,Denver B-cycle,739518,80218.0,30-day Renewing (Denver B-cycle),787,7/5/15,2:07:00 PM,22nd & Market,7/5/15,2:19:00 PM,2045 Franklin,12
194422,Denver B-cycle,389182,80203.0,Annual (Denver B-cycle),436,7/5/15,1:34:00 PM,16th & Sherman,7/5/15,1:42:00 PM,9th & Logan,8
194686,Denver B-cycle,739518,80218.0,30-day Renewing (Denver B-cycle),712,7/5/15,11:38:00 AM,2045 Franklin,7/5/15,11:52:00 AM,22nd & Market,14
194762,Denver B-cycle,138359,80634.0,Annual (Denver B-cycle),516,7/5/15,10:59:00 AM,1350 Larimer,7/5/15,11:52:00 AM,Cherry Creek Mall,53
195281,Denver B-cycle,849449,89148.0,24-hour Kiosk Only (Denver B-cycle),698,7/4/15,7:56:00 PM,Market Street Station,7/4/15,8:54:00 PM,23rd & Clay,58
196087,Denver B-cycle,846735,80212.0,24-hour (Denver B-cycle),730,7/4/15,1:54:00 PM,25th & Lawrence,7/4/15,2:03:00 PM,33rd & Arapahoe,9
196369,Denver B-cycle,847694,80433.0,24-hour Kiosk Only (Denver B-cycle),149,7/4/15,12:14:00 PM,12th & Columbine,7/4/15,1:43:00 PM,12th & Columbine,89
197438,Denver B-cycle,470161,80211.0,Annual (Denver B-cycle),825,7/3/15,5:00:00 PM,32nd & Clay,7/3/15,5:07:00 PM,16th & Boulder,7
197686,Denver B-cycle,11648,80202.0,Annual (Denver B-cycle),478,7/3/15,3:24:00 PM,15th & Curtis,7/3/15,3:28:00 PM,15th & Delgany,4
198042,Denver B-cycle,526611,80202.0,24-hour Kiosk Only (Denver B-cycle),265,7/3/15,1:05:00 PM,16th & Platte,7/3/15,4:05:00 PM,16th & Little Raven,180
198463,Denver B-cycle,795599,80247.0,Annual (Denver B-cycle),396,7/2/15,11:40:00 PM,17th & Larimer,7/2/15,11:48:00 PM,13th & Speer,8
199263,Denver B-cycle,842882,94709.0,24-hour Kiosk Only (Denver B-cycle),700,7/2/15,12:58:00 PM,Denver Museum of Nature & Science,7/2/15,1:17:00 PM,Colfax & Garfield,19
199321,Denver B-cycle,29825,80128.0,Annual (Denver B-cycle),786,7/2/15,12:28:00 PM,Denver Public Library,7/2/15,12:36:00 PM,15th & Curtis,8
199491,Boulder B-cycle,53769,80303.0,Annual (Boulder B-cycle),56,7/2/15,10:22:00 AM,17th & Blake,7/2/15,10:37:00 AM,Union Station Light Rail at 17th,15
199647,Denver B-cycle,701864,80218.0,Annual Plus (Denver B-cycle),786,7/2/15,8:11:00 AM,13th & Marion,7/2/15,8:21:00 AM,18th & California,10
199752,Denver B-cycle,560257,80296.0,Annual (Denver B-cycle),31,7/2/15,7:06:00 AM,12th & Columbine,7/2/15,7:16:00 AM,16th & Broadway,10
200329,Denver B-cycle,623752,80204.0,Annual (Denver B-cycle),30,7/1/15,5:26:00 PM,DU Driscoll Center,7/1/15,5:30:00 PM,Buchtel and High,4
200567,Denver B-cycle,841514,0.0,24-hour Kiosk Only (Denver B-cycle),89,7/1/15,3:41:00 PM,16th & Broadway,7/1/15,3:53:00 PM,13th & Marion,12
201444,Denver B-cycle,734916,80205.0,Annual (Denver B-cycle),504,6/30/15,7:59:00 PM,15th & Delgany,6/30/15,8:16:00 PM,2045 Franklin,17
202736,Denver B-cycle,821587,80211.0,Annual (Denver B-cycle),227,6/30/15,6:11:00 AM,32nd & Pecos,6/30/15,6:27:00 AM,1550 Glenarm,16
204863,Denver B-cycle,837640,70508.0,24-hour Kiosk Only (Denver B-cycle),414,6/28/15,2:58:00 PM,18th & Arapahoe,6/28/15,3:14:00 PM,REI,16
204920,Denver B-cycle,837518,23060.0,24-hour Kiosk Only (Denver B-cycle),643,6/28/15,2:29:00 PM,19th & Market,6/28/15,2:52:00 PM,17th & Blake,23
205336,Denver B-cycle,836387,20007.0,24-hour Kiosk Only (Denver B-cycle),632,6/28/15,11:25:00 AM,13th & Pearl,6/28/15,12:48:00 PM,13th & Pearl,83
205532,Denver B-cycle,835703,75002.0,24-hour Kiosk Only (Denver B-cycle),668,6/28/15,8:23:00 AM,16th & Broadway,6/28/15,8:43:00 AM,1550 Glenarm,20
206239,Denver B-cycle,835249,97026.0,24-hour Kiosk Only (Denver B-cycle),663,6/27/15,4:23:00 PM,14th & Stout,6/27/15,4:34:00 PM,Market Street Station,11
206863,Denver B-cycle,799278,80209.0,Annual Plus (Denver B-cycle),694,6/27/15,12:35:00 PM,Ellsworth & Madison,6/27/15,12:40:00 PM,3rd & Milwaukee,5
207085,Denver B-cycle,45811,80206.0,Annual Plus (Denver B-cycle),709,6/27/15,11:01:00 AM,13th & Speer,6/27/15,11:39:00 AM,22nd & Market,38
209272,Denver B-cycle,820042,90603.0,30-day Renewing (Denver B-cycle),781,6/25/15,6:08:00 PM,16th & Little Raven,6/25/15,6:17:00 PM,14th & Stout,9
209520,Denver B-cycle,714302,80211.0,Annual Plus (Denver B-cycle),697,6/25/15,4:41:00 PM,32nd & Pecos,6/25/15,5:37:00 PM,REI,56
209537,Denver B-cycle,829068,,30-day Renewing (Denver B-cycle),386,6/25/15,4:35:00 PM,Denver Botanic Gardens,6/25/15,5:00:00 PM,3rd & Milwaukee,25
209918,Denver B-cycle,830981,60657.0,24-hour Kiosk Only (Denver B-cycle),570,6/25/15,1:19:00 PM,17th & Race,6/25/15,1:26:00 PM,17th & Pearl,7
209922,Denver B-cycle,658809,80206.0,Annual (Denver B-cycle),726,6/25/15,1:18:00 PM,Colfax & Steele,6/25/15,1:26:00 PM,1551 Lafayette,8
210109,Denver B-cycle,830948,33483.0,24-hour Kiosk Only (Denver B-cycle),189,6/25/15,11:42:00 AM,9th & Downing,6/25/15,12:07:00 PM,17th & Blake,25
210134,Denver B-cycle,313863,80205.0,Annual Plus (Denver B-cycle),420,6/25/15,11:30:00 AM,9th & Curtis,6/25/15,11:50:00 AM,25th & Lawrence,20
210238,Denver B-cycle,239104,80205.0,Annual Plus (Denver B-cycle),602,6/25/15,9:45:00 AM,Broadway & Walnut,6/25/15,9:54:00 AM,1450 Wazee,9
211513,Denver B-cycle,826414,2346.0,30-day Renewing (Denver B-cycle),485,6/24/15,9:58:00 AM,18th & California,6/24/15,10:09:00 AM,11th & Broadway,11
212328,Denver B-cycle,432073,80439.0,Annual (Denver B-cycle),99,6/23/15,5:57:00 PM,18th & California,6/23/15,6:08:00 PM,32nd & Pecos,11
212419,Denver B-cycle,796389,80209.0,Annual (Denver B-cycle),865,6/23/15,5:20:00 PM,Cherry Creek Mall,6/23/15,5:25:00 PM,Ellsworth & Madison,5
212610,Denver B-cycle,34772,80202.0,Annual (Denver B-cycle),747,6/23/15,4:04:00 PM,33rd & Arapahoe,6/23/15,4:12:00 PM,17th & Larimer,8
212646,Denver B-cycle,35485,80202.0,Annual (Denver B-cycle),525,6/23/15,3:46:00 PM,16th & Broadway,6/23/15,3:53:00 PM,19th & Market,7
213085,Denver B-cycle,827339,75149.0,24-hour Kiosk Only (Denver B-cycle),550,6/23/15,9:55:00 AM,15th & Cleveland,6/23/15,10:51:00 AM,15th & Cleveland,56
213478,Denver B-cycle,818113,80219.0,24-hour Kiosk Only (Denver B-cycle),243,6/22/15,10:09:00 PM,23rd & Clay,6/22/15,10:43:00 PM,Pepsi Center,34
213504,Denver B-cycle,509472,80203.0,Annual (Denver B-cycle),562,6/22/15,9:12:00 PM,1550 Glenarm,6/22/15,9:22:00 PM,7th & Grant,10
213668,Denver B-cycle,672572,80205.0,Annual (Denver B-cycle),397,6/22/15,6:56:00 PM,Park Ave West & Tremont,6/22/15,7:06:00 PM,1350 Larimer,10
214346,Denver B-cycle,119623,80209.0,Annual (Denver B-cycle),428,6/22/15,12:46:00 PM,Bayaud & Pennsylvania,6/22/15,12:59:00 PM,Florida & S. Pearl,13
214958,Denver B-cycle,825192,80227.0,24-hour Kiosk Only (Denver B-cycle),437,6/21/15,7:19:00 PM,14th & Stout,6/21/15,7:41:00 PM,11th & Emerson,22
215619,Denver B-cycle,116380,80203.0,Annual (Denver B-cycle),516,6/21/15,1:23:00 PM,15th & Curtis,6/21/15,1:50:00 PM,2045 Franklin,27
215692,Denver B-cycle,715429,91024.0,24-hour Kiosk Only (Denver B-cycle),261,6/21/15,12:47:00 PM,12th & Columbine,6/21/15,1:20:00 PM,19th & Wynkoop,33
215859,Denver B-cycle,824155,2139.0,24-hour Kiosk Only (Denver B-cycle),360,6/21/15,11:31:00 AM,18th & California,6/21/15,11:47:00 AM,13th & Marion,16
216750,Denver B-cycle,730858,80203.0,24-hour Kiosk Only (Denver B-cycle),93,6/20/15,5:14:00 PM,Denver Museum of Nature & Science,6/20/15,5:36:00 PM,17th & Franklin,22
216955,Denver B-cycle,822760,80220.0,24-hour Kiosk Only (Denver B-cycle),811,6/20/15,3:49:00 PM,7th & Grant,6/20/15,3:55:00 PM,11th & Broadway,6
217563,Denver B-cycle,26838,80218.0,Annual (Denver B-cycle),599,6/20/15,11:27:00 AM,13th & Pearl,6/20/15,11:31:00 AM,11th & Emerson,4
217698,Denver B-cycle,821711,60385.0,24-hour Kiosk Only (Denver B-cycle),187,6/20/15,10:20:00 AM,Five Points,6/20/15,10:46:00 AM,REI,26
218159,Denver B-cycle,336015,80211.0,Annual (Denver B-cycle),297,6/19/15,6:56:00 PM,17th & Tejon,6/19/15,7:04:00 PM,19th & Market,8
218412,Denver B-cycle,393665,80222.0,Annual (Denver B-cycle),313,6/19/15,4:49:00 PM,Broadway & Walnut,6/19/15,5:04:00 PM,REI,15
218707,Denver B-cycle,808252,80203.0,30-day Renewing (Denver B-cycle),608,6/19/15,1:45:00 PM,Cherry Creek Mall,6/19/15,1:56:00 PM,Bayaud & Emerson,11
219231,Denver B-cycle,697930,46280.0,24-hour Kiosk Only (Denver B-cycle),109,6/19/15,7:03:00 AM,12th & Sherman,6/19/15,7:13:00 AM,18th & California,10
219420,Denver B-cycle,257970,80202.0,Annual (Denver B-cycle),702,6/18/15,8:06:00 PM,19th & Wynkoop,6/18/15,8:13:00 PM,16th & Platte,7
219590,Denver B-cycle,746854,80205.0,Annual Plus (Denver B-cycle),325,6/18/15,6:20:00 PM,Park Ave West & Tremont,6/18/15,6:30:00 PM,Park Ave West & Tremont,10
221324,Denver B-cycle,31482,80220.0,Annual (Denver B-cycle),621,6/17/15,4:58:00 PM,Market Street Station,6/17/15,5:05:00 PM,25th & Lawrence,7
221530,Denver B-cycle,455920,80203.0,Annual Plus (Denver B-cycle),617,6/17/15,3:22:00 PM,13th & Pearl,6/17/15,3:32:00 PM,18th & Arapahoe,10
221994,Denver B-cycle,673213,80202.0,Annual Plus (Denver B-cycle),414,6/17/15,9:19:00 AM,Denver Museum of Nature & Science,6/17/15,9:36:00 AM,19th & Market,17
222040,Denver B-cycle,803597,80218.0,30-day Renewing (Denver B-cycle),583,6/17/15,8:39:00 AM,11th & Emerson,6/17/15,8:43:00 AM,12th & Sherman,4
222360,Denver B-cycle,816304,80206.0,30-day Renewing (Denver B-cycle),649,6/16/15,9:17:00 PM,11th & Broadway,6/16/15,10:00:00 PM,9th & Downing,43
222479,Denver B-cycle,215558,80203.0,Annual (Denver B-cycle),268,6/16/15,7:01:00 PM,Market Street Station,6/16/15,7:18:00 PM,6th & Clarkson,17
222495,Denver B-cycle,521703,80203.0,Annual (Denver B-cycle),627,6/16/15,6:49:00 PM,13th & Speer,6/16/15,7:02:00 PM,Bayaud & Pennsylvania,13
222559,Denver B-cycle,815505,0.0,24-hour Kiosk Only (Denver B-cycle),730,6/16/15,6:15:00 PM,Broadway & Walnut,6/16/15,6:27:00 PM,15th & Curtis,12
222583,Denver B-cycle,630263,80206.0,Annual (Denver B-cycle),690,6/16/15,6:05:00 PM,Denver Botanic Gardens,6/16/15,6:20:00 PM,16th & Broadway,15
222719,Denver B-cycle,294435,80218.0,Annual Plus (Denver B-cycle),260,6/16/15,5:12:00 PM,13th & Pearl,6/16/15,5:18:00 PM,6th & Clarkson,6
223162,Denver B-cycle,816372,29607.0,24-hour Kiosk Only (Denver B-cycle),563,6/16/15,12:58:00 PM,17th & Larimer,6/16/15,2:09:00 PM,28th & Larimer,71
223272,Denver B-cycle,741185,80221.0,Annual (Denver B-cycle),974,6/16/15,11:52:00 AM,2045 Franklin,6/16/15,12:17:00 PM,2045 Franklin,25
223638,Denver B-cycle,697586,80021.0,Annual (Denver B-cycle),519,6/16/15,7:28:00 AM,15th & Delgany,6/16/15,7:34:00 AM,Webb Building,6
223765,Denver B-cycle,813960,10031.0,24-hour Kiosk Only (Denver B-cycle),109,6/15/15,10:22:00 PM,Decatur Federal Light Rail,6/15/15,10:48:00 PM,22nd & Market,26
224285,Denver B-cycle,815102,11233.0,24-hour Kiosk Only (Denver B-cycle),52,6/15/15,1:26:00 PM,14th & Ogden,6/15/15,1:47:00 PM,Denver Botanic Gardens,21
224292,Denver B-cycle,432073,80439.0,Annual (Denver B-cycle),721,6/15/15,1:22:00 PM,18th & Arapahoe,6/15/15,1:38:00 PM,18th & California,16
225711,Denver B-cycle,811664,0.0,24-hour Kiosk Only (Denver B-cycle),335,6/14/15,2:08:00 PM,17th & Pearl,6/14/15,2:32:00 PM,Denver Museum of Nature & Science,24
225737,Denver B-cycle,813791,85705.0,24-hour Kiosk Only (Denver B-cycle),447,6/14/15,2:01:00 PM,15th & Cleveland,6/14/15,4:52:00 PM,15th & Cleveland,171
225818,Denver B-cycle,810353,30329.0,24-hour Kiosk Only (Denver B-cycle),164,6/14/15,1:24:00 PM,22nd & Market,6/14/15,1:32:00 PM,17th & Blake,8
225904,Denver B-cycle,651057,80211.0,30-day Renewing (Denver B-cycle),47,6/14/15,12:46:00 PM,32nd & Julian,6/14/15,1:00:00 PM,Pepsi Center,14
226126,Denver B-cycle,346064,80203.0,Annual (Denver B-cycle),19,6/14/15,10:48:00 AM,13th & Pearl,6/14/15,11:00:00 AM,Five Points,12
226165,Denver B-cycle,721923,80203.0,Annual (Denver B-cycle),365,6/14/15,10:26:00 AM,20th & Chestnut,6/14/15,11:22:00 AM,20th & Chestnut,56
226323,Denver B-cycle,120639,80403.0,Annual (Denver B-cycle),148,6/13/15,11:31:00 PM,13th & Speer,6/13/15,11:35:00 PM,14th & Welton,4
226398,Denver B-cycle,812744,80122.0,24-hour Kiosk Only (Denver B-cycle),715,6/13/15,7:45:00 PM,22nd & Market,6/13/15,7:56:00 PM,Market Street Station,11
227820,Denver B-cycle,501864,80211.0,Annual (Denver B-cycle),789,6/12/15,10:21:00 PM,32nd & Julian,6/12/15,10:31:00 PM,16th & Boulder,10
228422,Denver B-cycle,809936,68164.0,24-hour Kiosk Only (Denver B-cycle),387,6/12/15,4:02:00 PM,22nd & Market,6/12/15,4:10:00 PM,22nd & Market,8
228482,Denver B-cycle,211741,80304.0,Annual (Denver B-cycle),344,6/12/15,3:33:00 PM,18th & California,6/12/15,3:35:00 PM,1550 Glenarm,2
228749,Denver B-cycle,809653,55347.0,24-hour Kiosk Only (Denver B-cycle),55,6/12/15,12:20:00 PM,19th & Wynkoop,6/12/15,12:40:00 PM,1350 Larimer,20
229143,Denver B-cycle,807302,53405.0,24-hour Kiosk Only (Denver B-cycle),512,6/11/15,4:15:00 PM,Denver Museum of Nature & Science,6/11/15,4:44:00 PM,Denver Public Library,29
229312,Denver B-cycle,355646,80203.0,Annual (Denver B-cycle),533,6/11/15,2:07:00 PM,4th & Walnut,6/11/15,2:22:00 PM,16th & Broadway,15
229599,Denver B-cycle,777599,60613.0,24-hour Kiosk Only (Denver B-cycle),430,6/11/15,10:32:00 AM,17th & Downing,6/11/15,10:45:00 AM,Denver Botanic Gardens,13
229805,Denver B-cycle,808427,45239.0,24-hour Kiosk Only (Denver B-cycle),624,6/11/15,8:12:00 AM,19th & Pearl,6/11/15,8:30:00 AM,1350 Larimer,18
230022,Denver B-cycle,784974,80206.0,24-hour (Denver B-cycle),231,6/10/15,11:58:00 PM,13th & Pearl,6/11/15,4:14:00 AM,Colfax & Gaylord,256
230329,Denver B-cycle,701864,80218.0,Annual Plus (Denver B-cycle),745,6/10/15,6:26:00 PM,16th & Broadway,6/10/15,6:38:00 PM,9th & Downing,12
230885,Denver B-cycle,369246,80203.0,Annual (Denver B-cycle),766,6/10/15,12:20:00 PM,20th & Chestnut,6/10/15,12:23:00 PM,Union Station Light Rail at 17th,3
231053,Denver B-cycle,706932,80207.0,Annual Plus (Denver B-cycle),627,6/10/15,9:29:00 AM,Five Points,6/10/15,9:42:00 AM,17th & Downing,13
231099,Denver B-cycle,785018,80206.0,Annual (Denver B-cycle),750,6/10/15,8:50:00 AM,12th & Columbine,6/10/15,8:59:00 AM,13th & Pearl,9
231325,Denver B-cycle,806258,34208.0,24-hour Kiosk Only (Denver B-cycle),499,6/9/15,11:12:00 PM,17th & Larimer,6/9/15,11:19:00 PM,1550 Glenarm,7
231374,Denver B-cycle,806468,91304.0,24-hour Kiosk Only (Denver B-cycle),535,6/9/15,10:03:00 PM,17th & Race,6/9/15,10:04:00 PM,17th & Race,1
231433,Denver B-cycle,432073,80439.0,Annual (Denver B-cycle),898,6/9/15,8:34:00 PM,16th & Boulder,6/9/15,8:53:00 PM,REI,19
231594,Denver B-cycle,296491,80237.0,Annual (Denver B-cycle),479,6/9/15,5:53:00 PM,7th & Grant,6/9/15,6:07:00 PM,Bayaud & Pennsylvania,14
231626,Denver B-cycle,806071,61008.0,24-hour Kiosk Only (Denver B-cycle),199,6/9/15,5:39:00 PM,17th & Larimer,6/9/15,5:57:00 PM,Five Points,18
232757,Denver B-cycle,804981,60626.0,24-hour Kiosk Only (Denver B-cycle),225,6/8/15,8:47:00 PM,Denver Health,6/8/15,9:27:00 PM,Denver Health,40
233326,Denver B-cycle,804007,80205.0,24-hour Kiosk Only (Denver B-cycle),624,6/8/15,3:54:00 PM,Pepsi Center,6/8/15,4:05:00 PM,19th & Wynkoop,11
233348,Denver B-cycle,11328,80211.0,Annual Plus (Denver B-cycle),933,6/8/15,3:38:00 PM,15th & Delgany,6/8/15,3:45:00 PM,17th & Tejon,7
233421,Denver B-cycle,804577,,24-hour Kiosk Only (Denver B-cycle),790,6/8/15,2:52:00 PM,Webb Building,6/8/15,3:08:00 PM,9th & Downing,16
233997,Denver B-cycle,714924,80211.0,Annual (Denver B-cycle),391,6/8/15,7:34:00 AM,32nd & Clay,6/8/15,7:49:00 AM,19th & Market,15
234285,Denver B-cycle,802451,89448.0,24-hour Kiosk Only (Denver B-cycle),442,6/7/15,5:28:00 PM,Denver Botanic Gardens,6/7/15,5:40:00 PM,13th & Pearl,12
234865,Denver B-cycle,713702,80209.0,Annual (Denver B-cycle),358,6/7/15,1:36:00 PM,Bayaud & Emerson,6/7/15,1:58:00 PM,19th & Wynkoop,22
235265,Denver B-cycle,802010,80302.0,24-hour Kiosk Only (Denver B-cycle),607,6/7/15,11:17:00 AM,1st & Broadway,6/7/15,11:43:00 AM,REI,26
235785,Denver B-cycle,798564,81301.0,24-hour Kiosk Only (Denver B-cycle),403,6/6/15,7:12:00 PM,17th & Blake,6/6/15,7:26:00 PM,12th & Sherman,14
236024,Denver B-cycle,799819,47905.0,24-hour Kiosk Only (Denver B-cycle),650,6/6/15,5:14:00 PM,13th & Pearl,6/6/15,5:21:00 PM,7th & Grant,7
236037,Denver B-cycle,684196,80202.0,Annual (Denver B-cycle),486,6/6/15,5:06:00 PM,20th & Chestnut,6/6/15,5:12:00 PM,Market Street Station,6
236486,Denver B-cycle,800156,37363.0,24-hour Kiosk Only (Denver B-cycle),902,6/6/15,1:20:00 PM,17th & Downing,6/6/15,1:45:00 PM,19th & Wynkoop,25
236738,Denver B-cycle,769656,80206.0,30-day Renewing (Denver B-cycle),88,6/6/15,11:46:00 AM,17th & Race,6/6/15,11:58:00 AM,16th & Broadway,12
237008,Denver B-cycle,45393,80202.0,Annual (Denver B-cycle),163,6/6/15,8:03:00 AM,1350 Larimer,6/6/15,8:09:00 AM,14th & Stout,6
237199,Denver B-cycle,798770,80031.0,24-hour Kiosk Only (Denver B-cycle),203,6/5/15,7:14:00 PM,17th & Blake,6/5/15,8:15:00 PM,28th & Larimer,61
237962,Denver B-cycle,225019,80206.0,Annual (Denver B-cycle),118,6/5/15,8:01:00 AM,Colfax & Steele,6/5/15,8:23:00 AM,1350 Larimer,22
