users_program,user_id,zip,membership_type,bike,checkout_date,checkout_time,checkout_kiosk,return_date,return_time,return_kiosk,duration_minutes
Denver B-cycle,253201,80202,Annual (Denver B-cycle),212,12/31/15,11:51:00 PM,32nd & Pecos,12/31/15,11:57:00 PM,15th & Delgany,6
Denver B-cycle,120679,80209,Annual (Denver B-cycle),9,12/31/15,11:29:00 PM,18th & Arapahoe,12/31/15,11:35:00 PM,25th & Lawrence,6
Denver B-cycle,1027135,60439,Annual (Denver B-cycle),322,12/31/15,10:50:00 PM,16th & Broadway,12/31/15,10:59:00 PM,17th & Race,9
Denver B-cycle,986934,80203,Annual Plus (Denver B-cycle),482,12/31/15,10:41:00 PM,22nd & Pennsylvania,12/31/15,10:49:00 PM,33rd & Arapahoe,8
Denver B-cycle,130156,80204,Annual (Denver B-cycle),466,12/31/15,9:38:00 PM,9th & Santa Fe,12/31/15,9:48:00 PM,1st & Broadway,10
Denver B-cycle,1051678,80211,24-hour (Denver B-cycle),611,12/31/15,9:18:00 PM,16th & Little Raven,12/31/15,9:32:00 PM,Broadway & Walnut,14
Denver B-cycle,313863,80205,Annual Plus (Denver B-cycle),210,12/31/15,9:12:00 PM,25th & Lawrence,12/31/15,9:16:00 PM,33rd & Arapahoe,4
Denver B-cycle,395197,80229,Annual (Denver B-cycle),600,12/31/15,9:11:00 PM,19th & Wynkoop,1/1/16,7:37:00 AM,19th & Wynkoop,626
Des Moines B-cycle,253997,80211,Annual (Des Moines B-cycle),180,12/31/15,9:10:00 PM,16th & Little Raven,12/31/15,9:13:00 PM,16th & Platte,3
Boulder B-cycle,254005,80211,Republic Rider (Boulder B-cycle),567,12/31/15,9:10:00 PM,16th & Little Raven,12/31/15,9:13:00 PM,16th & Platte,3
Denver B-cycle,393473,80203,Annual (Denver B-cycle),381,12/31/15,9:05:00 PM,Pepsi Center,12/31/15,9:28:00 PM,7th & Grant,23
Denver B-cycle,356316,80202,Annual (Denver B-cycle),442,12/31/15,9:01:00 PM,Market Street Station,12/31/15,9:07:00 PM,Broadway & Walnut,6
Des Moines B-cycle,253997,80211,Annual (Des Moines B-cycle),222,12/31/15,8:52:00 PM,17th & Tejon,12/31/15,8:55:00 PM,16th & Platte,3
Boulder B-cycle,254005,80211,Republic Rider (Boulder B-cycle),563,12/31/15,8:52:00 PM,17th & Tejon,12/31/15,8:55:00 PM,16th & Platte,3
Denver B-cycle,613848,80203,Annual Plus (Denver B-cycle),318,12/31/15,8:48:00 PM,12th & Sherman,12/31/15,8:54:00 PM,9th & Downing,6
Denver B-cycle,381256,80205,Annual (Denver B-cycle),773,12/31/15,8:22:00 PM,22nd & Market,12/31/15,8:29:00 PM,1550 Glenarm,7
Denver B-cycle,27039,80218,Annual (Denver B-cycle),379,12/31/15,8:19:00 PM,18th & California,12/31/15,8:22:00 PM,1550 Glenarm,3
Denver B-cycle,325956,80218,Annual Plus (Denver B-cycle),199,12/31/15,8:17:00 PM,Five Points,12/31/15,8:24:00 PM,18th & California,7
Denver B-cycle,130446,80204,Annual (Denver B-cycle),156,12/31/15,7:59:00 PM,9th & Santa Fe,12/31/15,8:09:00 PM,1st & Broadway,10
Denver B-cycle,277716,80203,Annual (Denver B-cycle),227,12/31/15,7:57:00 PM,19th & Pearl,12/31/15,8:09:00 PM,20th & Chestnut,12
Denver B-cycle,592083,80202,Annual (Denver B-cycle),583,12/31/15,7:52:00 PM,15th & Delgany,12/31/15,7:57:00 PM,15th & Delgany,5
Denver B-cycle,313863,80205,Annual Plus (Denver B-cycle),210,12/31/15,7:38:00 PM,19th & Pearl,12/31/15,7:43:00 PM,25th & Lawrence,5
Denver B-cycle,1051678,80211,24-hour (Denver B-cycle),537,12/31/15,7:33:00 PM,23rd & Clay,12/31/15,7:38:00 PM,16th & Little Raven,5
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),266,12/31/15,7:32:00 PM,13th & Speer,12/31/15,7:39:00 PM,12th & Sherman,7
Denver B-cycle,807031,80206,Annual (Denver B-cycle),792,12/31/15,7:31:00 PM,12th & Columbine,12/31/15,7:45:00 PM,Bayaud & Emerson,14
Denver B-cycle,1051681,80136,24-hour Kiosk Only (Denver B-cycle),656,12/31/15,7:28:00 PM,Ellsworth & Madison,12/31/15,8:03:00 PM,19th & Wynkoop,35
Denver B-cycle,1051681,80136,24-hour Kiosk Only (Denver B-cycle),27,12/31/15,7:27:00 PM,Ellsworth & Madison,12/31/15,8:03:00 PM,19th & Wynkoop,36
Denver B-cycle,661757,80202,Annual (Denver B-cycle),477,12/31/15,7:15:00 PM,18th & Arapahoe,12/31/15,7:17:00 PM,17th & Larimer,2
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),266,12/31/15,7:05:00 PM,Pepsi Center,12/31/15,7:32:00 PM,13th & Speer,27
Denver B-cycle,804421,80218,Annual (Denver B-cycle),933,12/31/15,7:02:00 PM,11th & Emerson,12/31/15,7:05:00 PM,9th & Logan,3
Denver B-cycle,350177,80204,Annual (Denver B-cycle),215,12/31/15,6:54:00 PM,1551 Lafayette,12/31/15,7:04:00 PM,11th & Broadway,10
Denver B-cycle,259256,80218,Annual (Denver B-cycle),914,12/31/15,6:51:00 PM,9th & Downing,12/31/15,6:56:00 PM,13th & Marion,5
Denver B-cycle,313863,80205,Annual Plus (Denver B-cycle),210,12/31/15,6:46:00 PM,1st & Broadway,12/31/15,7:38:00 PM,19th & Pearl,52
Denver B-cycle,1051550,76205,24-hour Kiosk Only (Denver B-cycle),933,12/31/15,6:41:00 PM,7th & Grant,12/31/15,6:50:00 PM,11th & Emerson,9
Denver B-cycle,1051550,76205,24-hour Kiosk Only (Denver B-cycle),725,12/31/15,6:41:00 PM,7th & Grant,12/31/15,6:50:00 PM,11th & Emerson,9
Denver B-cycle,259256,80218,Annual (Denver B-cycle),914,12/31/15,6:19:00 PM,13th & Marion,12/31/15,6:22:00 PM,9th & Downing,3
Denver B-cycle,1051673,80239,24-hour Kiosk Only (Denver B-cycle),624,12/31/15,6:11:00 PM,Webb Building,12/31/15,6:32:00 PM,28th & Larimer,21
Denver B-cycle,773373,80203,Annual (Denver B-cycle),607,12/31/15,6:11:00 PM,12th & Sherman,12/31/15,6:15:00 PM,16th & Sherman,4
Denver B-cycle,395197,80229,Annual (Denver B-cycle),600,12/31/15,5:57:00 PM,20th & Chestnut,12/31/15,6:01:00 PM,19th & Wynkoop,4
Denver B-cycle,974373,80110,Annual (Denver B-cycle),335,12/31/15,5:55:00 PM,15th & Cleveland,12/31/15,5:59:00 PM,11th & Delaware,4
Boulder B-cycle,897400,80302,Republic Rider (Boulder B-cycle),376,12/31/15,5:48:00 PM,17th & Blake,12/31/15,5:56:00 PM,14th & Stout,8
Denver B-cycle,957452,80218,Annual (Denver B-cycle),47,12/31/15,5:45:00 PM,13th & Marion,12/31/15,5:51:00 PM,15th & Cleveland,6
Denver B-cycle,773373,80203,Annual (Denver B-cycle),100,12/31/15,5:38:00 PM,16th & Broadway,12/31/15,6:10:00 PM,12th & Sherman,32
Denver B-cycle,975965,80232,Annual Plus (Denver B-cycle),748,12/31/15,5:36:00 PM,17th & Larimer,12/31/15,5:49:00 PM,7th & Grant,13
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),55,12/31/15,5:32:00 PM,1350 Larimer,12/31/15,6:24:00 PM,Pepsi Center,52
Denver B-cycle,957452,80218,Annual (Denver B-cycle),47,12/31/15,5:30:00 PM,22nd & Pennsylvania,12/31/15,5:40:00 PM,13th & Marion,10
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),55,12/31/15,5:27:00 PM,15th & Cleveland,12/31/15,5:32:00 PM,1350 Larimer,5
Denver B-cycle,924021,80209,Annual Plus (Denver B-cycle),689,12/31/15,5:24:00 PM,28th & Larimer,12/31/15,5:27:00 PM,Five Points,3
Denver B-cycle,237745,80206,Annual (Denver B-cycle),57,12/31/15,5:19:00 PM,14th & Ogden,12/31/15,5:32:00 PM,13th & Pearl,13
Denver B-cycle,957452,80218,Annual (Denver B-cycle),47,12/31/15,5:19:00 PM,22nd & Pennsylvania,12/31/15,5:30:00 PM,22nd & Pennsylvania,11
Denver B-cycle,957452,80218,Annual (Denver B-cycle),47,12/31/15,5:11:00 PM,13th & Marion,12/31/15,5:19:00 PM,22nd & Pennsylvania,8
Denver B-cycle,1038844,80108,Monthly (Denver B-cycle),456,12/31/15,5:10:00 PM,1550 Glenarm,12/31/15,5:25:00 PM,11th & Emerson,15
Denver B-cycle,260154,80206,Annual (Denver B-cycle),786,12/31/15,5:07:00 PM,Five Points,12/31/15,5:25:00 PM,Colfax & Garfield,18
Denver B-cycle,333563,80203,Annual (Denver B-cycle),527,12/31/15,5:05:00 PM,7th & Grant,12/31/15,5:11:00 PM,13th & Pearl,6
Denver B-cycle,763392,80204,Monthly (Denver B-cycle),620,12/31/15,5:05:00 PM,14th & Welton,12/31/15,5:09:00 PM,13th & Speer,4
Denver B-cycle,827884,80211,Annual (Denver B-cycle),250,12/31/15,4:58:00 PM,15th & Delgany,12/31/15,5:02:00 PM,16th & Platte,4
Denver B-cycle,1051550,76205,24-hour Kiosk Only (Denver B-cycle),319,12/31/15,4:56:00 PM,Bayaud & Pennsylvania,12/31/15,5:09:00 PM,7th & Grant,13
Denver B-cycle,1051550,76205,24-hour Kiosk Only (Denver B-cycle),738,12/31/15,4:56:00 PM,Bayaud & Pennsylvania,12/31/15,5:09:00 PM,7th & Grant,13
Denver B-cycle,143369,80202,Annual (Denver B-cycle),296,12/31/15,4:56:00 PM,16th & Broadway,12/31/15,5:14:00 PM,20th & Chestnut,18
Denver B-cycle,844159,80218,Monthly (Denver B-cycle),617,12/31/15,4:51:00 PM,9th & Downing,12/31/15,4:58:00 PM,Colfax & Gaylord,7
Denver B-cycle,620546,80202,Annual Plus (Denver B-cycle),153,12/31/15,4:48:00 PM,18th & Arapahoe,12/31/15,4:54:00 PM,20th & Chestnut,6
Denver B-cycle,259256,80218,Annual (Denver B-cycle),702,12/31/15,4:45:00 PM,11th & Delaware,12/31/15,4:47:00 PM,11th & Broadway,2
Denver B-cycle,1051656,80205,24-hour Kiosk Only (Denver B-cycle),435,12/31/15,4:42:00 PM,9th & Logan,12/31/15,7:00:00 PM,13th & Pearl,138
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),55,12/31/15,4:41:00 PM,12th & Sherman,12/31/15,5:27:00 PM,15th & Cleveland,46
Denver B-cycle,946520,80227,Annual (Denver B-cycle),279,12/31/15,4:39:00 PM,Webb Building,12/31/15,4:48:00 PM,9th & Logan,9
Denver B-cycle,333563,80203,Annual (Denver B-cycle),527,12/31/15,4:33:00 PM,13th & Pearl,12/31/15,4:38:00 PM,7th & Grant,5
Denver B-cycle,957452,80218,Annual (Denver B-cycle),47,12/31/15,4:33:00 PM,7th & Grant,12/31/15,5:09:00 PM,13th & Marion,36
Boulder B-cycle,174320,80301,Republic Rider (Boulder B-cycle),719,12/31/15,4:32:00 PM,Louisiana / Pearl Light Rail,12/31/15,4:38:00 PM,Louisiana & Franklin,6
Denver B-cycle,1047948,80218,Annual (Denver B-cycle),720,12/31/15,4:29:00 PM,17th & Downing,12/31/15,4:37:00 PM,13th & Marion,8
Denver B-cycle,1049192,80218,Annual (Denver B-cycle),231,12/31/15,4:28:00 PM,17th & Downing,12/31/15,4:37:00 PM,13th & Marion,9
Denver B-cycle,326240,80211,Annual (Denver B-cycle),417,12/31/15,4:24:00 PM,7th & Grant,12/31/15,4:34:00 PM,1350 Larimer,10
Denver B-cycle,1017844,80205,Monthly (Denver B-cycle),379,12/31/15,4:22:00 PM,Broadway & Walnut,12/31/15,4:28:00 PM,18th & California,6
Denver B-cycle,484632,80203,Annual (Denver B-cycle),471,12/31/15,4:21:00 PM,11th & Broadway,12/31/15,4:26:00 PM,9th & Logan,5
Denver B-cycle,346064,80203,Annual (Denver B-cycle),682,12/31/15,4:21:00 PM,Colfax & Columbine,12/31/15,4:36:00 PM,11th & Emerson,15
Denver B-cycle,592083,80202,Annual (Denver B-cycle),583,12/31/15,4:20:00 PM,16th & Broadway,12/31/15,4:29:00 PM,15th & Delgany,9
Denver B-cycle,957452,80218,Annual (Denver B-cycle),47,12/31/15,4:19:00 PM,13th & Marion,12/31/15,4:32:00 PM,7th & Grant,13
Denver B-cycle,1022303,80218,Annual Plus (Denver B-cycle),914,12/31/15,4:11:00 PM,1551 Lafayette,12/31/15,4:32:00 PM,13th & Marion,21
Denver B-cycle,957452,80218,Annual (Denver B-cycle),47,12/31/15,4:10:00 PM,22nd & Pennsylvania,12/31/15,4:19:00 PM,13th & Marion,9
Denver B-cycle,1031776,80218,Monthly (Denver B-cycle),628,12/31/15,4:08:00 PM,9th & Santa Fe,12/31/15,4:18:00 PM,1st & Broadway,10
Denver B-cycle,940959,80203,Annual (Denver B-cycle),19,12/31/15,4:04:00 PM,11th & Broadway,12/31/15,4:16:00 PM,17th & Pearl,12
Denver B-cycle,949558,80203,Annual (Denver B-cycle),614,12/31/15,4:03:00 PM,11th & Broadway,12/31/15,4:16:00 PM,17th & Pearl,13
Denver B-cycle,493039,80209,Annual (Denver B-cycle),2,12/31/15,3:59:00 PM,Denver Public Library,12/31/15,4:07:00 PM,Denver Health,8
Denver B-cycle,484632,80203,Annual (Denver B-cycle),471,12/31/15,3:59:00 PM,Denver Public Library,12/31/15,4:02:00 PM,11th & Broadway,3
Denver B-cycle,957452,80218,Annual (Denver B-cycle),47,12/31/15,3:58:00 PM,13th & Marion,12/31/15,4:10:00 PM,22nd & Pennsylvania,12
Denver B-cycle,393473,80203,Annual (Denver B-cycle),541,12/31/15,3:57:00 PM,6th & Clarkson,12/31/15,4:14:00 PM,Pepsi Center,17
Denver B-cycle,360177,80218,Annual Plus (Denver B-cycle),589,12/31/15,3:55:00 PM,12th & Sherman,12/31/15,4:02:00 PM,13th & Marion,7
Denver B-cycle,1021751,80211,Annual (Denver B-cycle),688,12/31/15,3:54:00 PM,32nd & Clay,12/31/15,3:59:00 PM,REI,5
Denver B-cycle,1049192,80218,Annual (Denver B-cycle),313,12/31/15,3:53:00 PM,18th & Arapahoe,12/31/15,4:09:00 PM,17th & Pearl,16
Denver B-cycle,1047948,80218,Annual (Denver B-cycle),410,12/31/15,3:53:00 PM,18th & Arapahoe,12/31/15,4:09:00 PM,17th & Pearl,16
Denver B-cycle,351140,80218,Annual (Denver B-cycle),417,12/31/15,3:51:00 PM,12th & Sherman,12/31/15,3:56:00 PM,7th & Grant,5
Denver B-cycle,13112,80218,Annual (Denver B-cycle),490,12/31/15,3:47:00 PM,11th & Emerson,12/31/15,3:55:00 PM,1551 Lafayette,8
Denver B-cycle,15469,80203,Annual Plus (Denver B-cycle),83,12/31/15,3:47:00 PM,19th & Pearl,12/31/15,4:07:00 PM,13th & Pearl,20
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),55,12/31/15,3:40:00 PM,12th & Sherman,12/31/15,4:40:00 PM,12th & Sherman,60
Denver B-cycle,353830,80202,Annual (Denver B-cycle),416,12/31/15,3:37:00 PM,14th & Elati,12/31/15,3:45:00 PM,1450 Wazee,8
Denver B-cycle,922749,80205,Annual (Denver B-cycle),639,12/31/15,3:37:00 PM,18th & California,12/31/15,3:41:00 PM,22nd & Pennsylvania,4
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),55,12/31/15,3:34:00 PM,16th & Broadway,12/31/15,3:39:00 PM,12th & Sherman,5
Denver B-cycle,1051550,76205,24-hour Kiosk Only (Denver B-cycle),418,12/31/15,3:29:00 PM,15th & Cleveland,12/31/15,3:50:00 PM,1st & Broadway,21
Denver B-cycle,1051550,76205,24-hour Kiosk Only (Denver B-cycle),690,12/31/15,3:29:00 PM,15th & Cleveland,12/31/15,3:50:00 PM,1st & Broadway,21
Denver B-cycle,120679,80209,Annual (Denver B-cycle),9,12/31/15,3:28:00 PM,25th & Lawrence,12/31/15,3:48:00 PM,18th & Arapahoe,20
Denver B-cycle,13885,80238,Annual (Denver B-cycle),728,12/31/15,3:13:00 PM,16th & Sherman,12/31/15,3:18:00 PM,19th & Pearl,5
Denver B-cycle,994537,80202,Annual Plus (Denver B-cycle),164,12/31/15,3:12:00 PM,Denver Public Library,12/31/15,3:17:00 PM,14th & Stout,5
Denver B-cycle,643206,80210,Annual (Denver B-cycle),744,12/31/15,3:10:00 PM,22nd & Market,12/31/15,3:15:00 PM,20th & Chestnut,5
Denver B-cycle,1020824,80218,Annual Plus (Denver B-cycle),100,12/31/15,3:09:00 PM,11th & Emerson,12/31/15,3:17:00 PM,16th & Broadway,8
Denver B-cycle,338927,80218,Annual Plus (Denver B-cycle),583,12/31/15,3:08:00 PM,11th & Emerson,12/31/15,3:17:00 PM,16th & Broadway,9
Denver B-cycle,967663,80205,Annual Plus (Denver B-cycle),512,12/31/15,3:08:00 PM,3rd & Milwaukee,12/31/15,3:27:00 PM,2045 Franklin,19
Denver B-cycle,458482,80227,Annual (Denver B-cycle),466,12/31/15,3:05:00 PM,16th & Broadway,12/31/15,3:13:00 PM,9th & Santa Fe,8
Denver B-cycle,994537,80202,Annual Plus (Denver B-cycle),164,12/31/15,3:05:00 PM,1550 Glenarm,12/31/15,3:09:00 PM,Denver Public Library,4
Denver B-cycle,215912,80215,Annual (Denver B-cycle),444,12/31/15,3:04:00 PM,Denver Health,12/31/15,3:18:00 PM,4th & Walnut,14
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),55,12/31/15,3:01:00 PM,15th & Cleveland,12/31/15,3:34:00 PM,16th & Broadway,33
Denver B-cycle,584772,80214,Annual (Denver B-cycle),105,12/31/15,2:58:00 PM,Denver Public Library,12/31/15,3:18:00 PM,Decatur Federal Light Rail,20
Denver B-cycle,1027135,60439,Annual (Denver B-cycle),466,12/31/15,2:46:00 PM,17th & Race,12/31/15,2:58:00 PM,16th & Broadway,12
Denver B-cycle,444371,80210,Annual (Denver B-cycle),275,12/31/15,2:45:00 PM,15th & Curtis,12/31/15,2:46:00 PM,14th & Stout,1
Denver B-cycle,1049192,80218,Annual (Denver B-cycle),322,12/31/15,2:41:00 PM,13th & Marion,12/31/15,2:58:00 PM,16th & Broadway,17
Denver B-cycle,1047948,80218,Annual (Denver B-cycle),899,12/31/15,2:41:00 PM,13th & Marion,12/31/15,2:58:00 PM,16th & Broadway,17
Denver B-cycle,369353,80205,Monthly (Denver B-cycle),612,12/31/15,2:38:00 PM,16th & Sherman,12/31/15,2:47:00 PM,2045 Franklin,9
Denver B-cycle,46677,80220,Annual (Denver B-cycle),263,12/31/15,2:35:00 PM,Denver Public Library,12/31/15,2:38:00 PM,Webb Building,3
Denver B-cycle,937409,80218,Monthly (Denver B-cycle),490,12/31/15,2:25:00 PM,16th & Broadway,12/31/15,2:36:00 PM,11th & Emerson,11
Denver B-cycle,937401,80218,Monthly (Denver B-cycle),583,12/31/15,2:23:00 PM,16th & Broadway,12/31/15,2:36:00 PM,11th & Emerson,13
Denver B-cycle,485537,80212,Annual (Denver B-cycle),974,12/31/15,2:17:00 PM,Webb Building,12/31/15,2:26:00 PM,Union Station Light Rail at 17th,9
Denver B-cycle,852153,80218,Annual (Denver B-cycle),138,12/31/15,2:17:00 PM,17th & Blake,12/31/15,2:21:00 PM,22nd & Market,4
Denver B-cycle,15469,80203,Annual Plus (Denver B-cycle),83,12/31/15,2:12:00 PM,13th & Pearl,12/31/15,2:19:00 PM,19th & Pearl,7
Denver B-cycle,844159,80218,Monthly (Denver B-cycle),31,12/31/15,2:11:00 PM,16th & Broadway,12/31/15,2:20:00 PM,9th & Downing,9
Denver B-cycle,844159,80218,Monthly (Denver B-cycle),490,12/31/15,2:10:00 PM,16th & Broadway,12/31/15,2:11:00 PM,16th & Broadway,1
Denver B-cycle,417802,80203,Monthly (Denver B-cycle),782,12/31/15,2:07:00 PM,1450 Wazee,12/31/15,2:19:00 PM,13th & Pearl,12
Denver B-cycle,967663,80205,Annual Plus (Denver B-cycle),499,12/31/15,2:05:00 PM,2045 Franklin,12/31/15,2:24:00 PM,3rd & Milwaukee,19
Denver B-cycle,27039,80218,Annual (Denver B-cycle),639,12/31/15,2:03:00 PM,1550 Glenarm,12/31/15,2:07:00 PM,18th & California,4
Denver B-cycle,933564,80205,Annual (Denver B-cycle),572,12/31/15,2:02:00 PM,1550 Glenarm,12/31/15,2:11:00 PM,Broadway & Walnut,9
Denver B-cycle,347039,80206,Annual (Denver B-cycle),466,12/31/15,2:02:00 PM,17th & Pearl,12/31/15,2:08:00 PM,17th & Race,6
Boulder B-cycle,777037,80027,Republic Rider (Boulder B-cycle),254,12/31/15,2:02:00 PM,18th & California,12/31/15,2:08:00 PM,17th & Blake,6
Denver B-cycle,865597,80205,Annual Plus (Denver B-cycle),79,12/31/15,2:01:00 PM,Park Ave West & Tremont,12/31/15,2:22:00 PM,Park Ave West & Tremont,21
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),55,12/31/15,1:59:00 PM,15th & Cleveland,12/31/15,2:57:00 PM,15th & Cleveland,58
Denver B-cycle,511551,80202,Annual Plus (Denver B-cycle),654,12/31/15,1:55:00 PM,2045 Franklin,12/31/15,2:02:00 PM,18th & California,7
Denver B-cycle,46677,80220,Annual (Denver B-cycle),263,12/31/15,1:53:00 PM,Webb Building,12/31/15,1:55:00 PM,Denver Public Library,2
Denver B-cycle,27039,80218,Annual (Denver B-cycle),639,12/31/15,1:47:00 PM,18th & Arapahoe,12/31/15,1:54:00 PM,1550 Glenarm,7
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),55,12/31/15,1:47:00 PM,12th & Sherman,12/31/15,1:56:00 PM,15th & Cleveland,9
Denver B-cycle,346064,80203,Annual (Denver B-cycle),682,12/31/15,1:46:00 PM,11th & Emerson,12/31/15,1:58:00 PM,Colfax & Columbine,12
Denver B-cycle,811971,80205,Annual (Denver B-cycle),715,12/31/15,1:45:00 PM,Market Street Station,12/31/15,1:48:00 PM,22nd & Market,3
Denver B-cycle,204869,80127,Annual (Denver B-cycle),579,12/31/15,1:44:00 PM,18th & Arapahoe,12/31/15,1:47:00 PM,18th & California,3
Denver B-cycle,841602,80203,Annual (Denver B-cycle),435,12/31/15,1:43:00 PM,9th & Downing,12/31/15,1:47:00 PM,9th & Logan,4
Denver B-cycle,27039,80218,Annual (Denver B-cycle),149,12/31/15,1:38:00 PM,18th & California,12/31/15,1:41:00 PM,19th & Market,3
Denver B-cycle,351140,80218,Annual (Denver B-cycle),417,12/31/15,1:38:00 PM,9th & Logan,12/31/15,1:41:00 PM,12th & Sherman,3
Denver B-cycle,1051413,47630,24-hour Kiosk Only (Denver B-cycle),874,12/31/15,1:31:00 PM,17th & Tejon,12/31/15,1:44:00 PM,22nd & Market,13
Denver B-cycle,301770,80205,Annual (Denver B-cycle),206,12/31/15,1:31:00 PM,17th & Tejon,12/31/15,1:44:00 PM,22nd & Market,13
Denver B-cycle,1051550,76205,24-hour Kiosk Only (Denver B-cycle),55,12/31/15,1:28:00 PM,13th & Marion,12/31/15,1:42:00 PM,12th & Sherman,14
Denver B-cycle,1051550,76205,24-hour Kiosk Only (Denver B-cycle),318,12/31/15,1:27:00 PM,13th & Marion,12/31/15,1:42:00 PM,12th & Sherman,15
Denver B-cycle,36474,80201,Annual (Denver B-cycle),379,12/31/15,1:24:00 PM,15th & Curtis,12/31/15,1:34:00 PM,Broadway & Walnut,10
Denver B-cycle,356889,80202,Annual (Denver B-cycle),180,12/31/15,1:24:00 PM,7th & Grant,12/31/15,1:48:00 PM,16th & Little Raven,24
Denver B-cycle,13291,80211,Annual (Denver B-cycle),912,12/31/15,1:23:00 PM,1350 Larimer,12/31/15,1:37:00 PM,16th & Platte,14
Denver B-cycle,841602,80203,Annual (Denver B-cycle),435,12/31/15,1:19:00 PM,Denver Public Library,12/31/15,1:29:00 PM,9th & Downing,10
Denver B-cycle,237745,80206,Annual (Denver B-cycle),745,12/31/15,1:17:00 PM,13th & Marion,12/31/15,1:23:00 PM,12th & Sherman,6
Denver B-cycle,1051536,28804,24-hour Kiosk Only (Denver B-cycle),920,12/31/15,1:15:00 PM,Five Points,12/31/15,1:36:00 PM,22nd & Market,21
Denver B-cycle,1051536,28804,24-hour Kiosk Only (Denver B-cycle),744,12/31/15,1:14:00 PM,Five Points,12/31/15,1:36:00 PM,22nd & Market,22
Denver B-cycle,809508,80202,Annual (Denver B-cycle),786,12/31/15,1:14:00 PM,17th & Larimer,12/31/15,1:24:00 PM,Five Points,10
Denver B-cycle,1039652,80203,Monthly (Denver B-cycle),967,12/31/15,1:14:00 PM,18th & California,12/31/15,1:19:00 PM,19th & Pearl,5
Denver B-cycle,296491,80237,Annual Plus (Denver B-cycle),631,12/31/15,1:13:00 PM,16th & Sherman,12/31/15,1:51:00 PM,Buchtel and High,38
Denver B-cycle,1051527,0,24-hour Kiosk Only (Denver B-cycle),164,12/31/15,1:00:00 PM,Denver Zoo,12/31/15,1:38:00 PM,1550 Glenarm,38
Denver B-cycle,205119,80027,Annual (Denver B-cycle),26,12/31/15,12:58:00 PM,Webb Building,12/31/15,1:06:00 PM,15th & Delgany,8
Denver B-cycle,257970,80202,Annual Plus (Denver B-cycle),600,12/31/15,12:52:00 PM,19th & Wynkoop,12/31/15,12:54:00 PM,20th & Chestnut,2
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),522,12/31/15,12:49:00 PM,13th & Pearl,12/31/15,1:46:00 PM,12th & Sherman,57
Denver B-cycle,874888,80236,Annual (Denver B-cycle),352,12/31/15,12:45:00 PM,Webb Building,12/31/15,12:49:00 PM,13th & Speer,4
Denver B-cycle,340476,80218,Annual Plus (Denver B-cycle),265,12/31/15,12:43:00 PM,7th & Grant,12/31/15,12:49:00 PM,11th & Broadway,6
Denver B-cycle,360177,80218,Annual Plus (Denver B-cycle),589,12/31/15,12:43:00 PM,7th & Grant,12/31/15,12:49:00 PM,12th & Sherman,6
Denver B-cycle,260154,80206,Annual (Denver B-cycle),557,12/31/15,12:42:00 PM,Five Points,12/31/15,1:02:00 PM,Five Points,20
Denver B-cycle,283535,80203,Annual (Denver B-cycle),547,12/31/15,12:41:00 PM,1550 Glenarm,12/31/15,12:54:00 PM,7th & Grant,13
Denver B-cycle,351140,80218,Annual (Denver B-cycle),933,12/31/15,12:36:00 PM,12th & Sherman,12/31/15,12:41:00 PM,7th & Grant,5
Denver B-cycle,325966,80203,Annual (Denver B-cycle),432,12/31/15,12:33:00 PM,16th & Broadway,12/31/15,12:41:00 PM,9th & Logan,8
Denver B-cycle,432848,80204,Annual (Denver B-cycle),703,12/31/15,12:30:00 PM,Webb Building,12/31/15,12:35:00 PM,13th & Speer,5
Denver B-cycle,263983,80202,Annual (Denver B-cycle),54,12/31/15,12:27:00 PM,16th & Platte,12/31/15,12:37:00 PM,Union Station Light Rail at 17th,10
Denver B-cycle,237745,80206,Annual (Denver B-cycle),745,12/31/15,12:22:00 PM,12th & Sherman,12/31/15,12:28:00 PM,13th & Marion,6
Denver B-cycle,728650,80202,Annual Plus (Denver B-cycle),522,12/31/15,12:19:00 PM,9th & Downing,12/31/15,12:49:00 PM,13th & Pearl,30
Denver B-cycle,360177,80218,Annual Plus (Denver B-cycle),589,12/31/15,12:18:00 PM,12th & Sherman,12/31/15,12:22:00 PM,7th & Grant,4
Denver B-cycle,340476,80218,Annual Plus (Denver B-cycle),265,12/31/15,12:17:00 PM,12th & Sherman,12/31/15,12:23:00 PM,7th & Grant,6
Denver B-cycle,33990,80202,Annual (Denver B-cycle),615,12/31/15,12:12:00 PM,Webb Building,12/31/15,12:16:00 PM,14th & Stout,4
Denver B-cycle,1047853,80201,Annual Plus (Denver B-cycle),55,12/31/15,12:11:00 PM,9th & Downing,12/31/15,12:16:00 PM,13th & Marion,5
